"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.URL","Answer.answer","Approve","Reject"
"338GLSUI43IG6TKQO3Q45D2Z5TKFS9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","30ZX6P7VF926SGMI3G7KIDD7SWOJ2G","A3SOZYQZWJOOYS","Submitted","Tue Dec 06 13:56:21 PST 2016","Tue Dec 06 14:28:33 PST 2016","Fri Dec 09 14:28:33 PST 2016","","","","1932","0% (0/0)","0% (0/0)","0% (0/0)","http://spellout.net/ibexexps/nadine/IEintrospectionA/experiment.html","A3SOZYQZWJOOYS"
"338GLSUI43IG6TKQO3Q45D2Z5TKFS9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","3D8YOU6S9FR3OXGD2HN1FS3UPHO6UG","A2NA2OJT15COZY","Submitted","Tue Dec 06 13:45:31 PST 2016","Tue Dec 06 14:12:09 PST 2016","Fri Dec 09 14:12:09 PST 2016","","","","1598","100% (9/9)","0% (0/0)","0% (0/0)","http://spellout.net/ibexexps/nadine/IEintrospectionA/experiment.html","A2NA2OJT15COZY"
"338GLSUI43IG6TKQO3Q45D2Z5TKFS9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","3KYQYYSHYWE7W1BVGIJ6MSLXOHNODD","AQ2INPVVXR1G0","Submitted","Tue Dec 06 13:46:12 PST 2016","Tue Dec 06 13:57:50 PST 2016","Fri Dec 09 13:57:50 PST 2016","","","","698","100% (2/2)","0% (0/0)","0% (0/0)","http://spellout.net/ibexexps/nadine/IEintrospectionA/experiment.html","AQ2INPVVXR1G0"
"338GLSUI43IG6TKQO3Q45D2Z5TKFS9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","3XC1O3LBOTT6754VPG3TZFZPWY6LTC","A149ROBL26JWPJ","Submitted","Tue Dec 06 13:45:52 PST 2016","Tue Dec 06 14:30:10 PST 2016","Fri Dec 09 14:30:10 PST 2016","","","","2658","100% (4/4)","100% (1/1)","0% (0/0)","http://spellout.net/ibexexps/nadine/IEintrospectionA/experiment.html","A149ROBL26JWPJ"
"338GLSUI43IG6TKQO3Q45D2Z5TKFS9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","3YMU66OBIOF0G4ZZEVPO84RTPNPHGS","A2JZP4AZI1RTG4","Submitted","Tue Dec 06 13:45:56 PST 2016","Tue Dec 06 13:54:33 PST 2016","Fri Dec 09 13:54:33 PST 2016","","","","517","100% (1/1)","100% (1/1)","0% (0/0)","http://spellout.net/ibexexps/nadine/IEintrospectionA/experiment.html","A2JZP4AZI1RTG4"
"375VMB7D4JQUEV3YSL10DBTRKI2ID9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","31HQ4X3T3TH5S5RG0GY3PA33UFSLSN","A2G7N0X0PNX0EE","Submitted","Tue Dec 06 13:45:56 PST 2016","Tue Dec 06 14:03:26 PST 2016","Fri Dec 09 14:03:26 PST 2016","","","","1050","100% (6/6)","100% (1/1)","100% (1/1)","http://spellout.net/ibexexps/nadine/IEintrospectionB/experiment.html","A2G7N0X0PNX0EE"
"375VMB7D4JQUEV3YSL10DBTRKI2ID9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","3DBQWDE4Y75UA3WQ0X1A9RX0LQLN5Q","A2B6WQG0A9CKXQ","Submitted","Tue Dec 06 14:34:23 PST 2016","Tue Dec 06 15:21:09 PST 2016","Fri Dec 09 15:21:09 PST 2016","","","","2806","0% (0/0)","0% (0/0)","0% (0/0)","http://spellout.net/ibexexps/nadine/IEintrospectionB/experiment.html","A2B6WQG0A9CKXQ"
"375VMB7D4JQUEV3YSL10DBTRKI2ID9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","3FTF2T8WLSP3YK7GVO5EHQFT0Y79WT","A1JXSNKXAXT9OU","Submitted","Tue Dec 06 13:45:46 PST 2016","Tue Dec 06 14:12:12 PST 2016","Fri Dec 09 14:12:12 PST 2016","","","","1586","0% (0/0)","0% (0/0)","0% (0/0)","http://spellout.net/ibexexps/nadine/IEintrospectionB/experiment.html","A1JXSNKXAXT9OU"
"375VMB7D4JQUEV3YSL10DBTRKI2ID9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","3JAOYWH7VJBNNQVHRAYC8FYD2R39L0","A13FXMMPTZUVRP","Submitted","Tue Dec 06 13:45:49 PST 2016","Tue Dec 06 13:52:04 PST 2016","Fri Dec 09 13:52:04 PST 2016","","","","375","0% (0/0)","0% (0/0)","0% (0/0)","http://spellout.net/ibexexps/nadine/IEintrospectionB/experiment.html","A13FXMMPTZUVRP"
"375VMB7D4JQUEV3YSL10DBTRKI2ID9","3KAKS2ULSER7HUX5SI4NVOBNM9NTMC","Participate in a linguistic experiment","Answer a 15 minute questionnaire","linguistic experiment pictures","$1.50","Tue Dec 06 13:44:08 PST 2016","5","BatchId:2621448;","3600","259200","Tue Dec 13 13:44:08 PST 2016","","","3S4AW7T80CPMQKP5AF2LR7NXGZP4LZ","A55CXM7QR7R0N","Submitted","Tue Dec 06 13:45:39 PST 2016","Tue Dec 06 14:00:58 PST 2016","Fri Dec 09 14:00:58 PST 2016","","","","919","100% (1/1)","100% (1/1)","0% (0/0)","http://spellout.net/ibexexps/nadine/IEintrospectionB/experiment.html","A55CXM7QR7R0N"
